symbol,listing_date,entry_num,status,entry_date,entry_price,stop_price,exit_date,exit_price,return_pct,days_to_entry,days_held,last_date,last_price
INDGN,2024-05-13,1.0,stop_hit,2024-05-13,570.9,513.81,2024-05-28,513.81,-10.0,0.0,15.0,,
AADHARHFC,2024-05-15,1.0,survived_positive,2024-05-15,329.45,,2025-05-15,447.05,35.7,0.0,365.0,,
TBOTEK,2024-05-15,1.0,stop_hit,2024-05-15,1406.3,1265.67,2024-06-04,1265.67,-10.0,0.0,20.0,,
GODIGIT,2024-05-23,1.0,stop_hit,2024-05-23,306.0,275.4,2025-04-07,275.4,-10.0,0.0,319.0,,
AWFIS,2024-05-30,1.0,survived_positive,2024-06-04,407.05,,2025-05-30,644.6,58.36,5.0,360.0,,
KRONOX,2024-06-10,1.0,stop_hit,2024-06-18,152.61,137.35,2025-04-07,137.35,-10.0,8.0,293.0,,
IXIGO,2024-06-18,1.0,stop_hit,2024-06-18,165.72,149.15,2024-09-11,149.15,-10.0,0.0,85.0,,
DEEDEV,2024-06-26,1.0,stop_hit,2024-06-26,335.32,301.79,2024-09-20,301.79,-10.0,0.0,86.0,,
AFIL,2024-06-26,1.0,stop_hit,2024-07-03,11.35,10.22,2024-07-15,10.22,-10.0,7.0,12.0,,
STANLEY,2024-06-28,1.0,stop_hit,2024-07-01,505.65,455.08,2024-10-07,455.08,-10.0,3.0,98.0,,
ABDL,2024-07-02,1.0,stop_hit,2024-07-03,334.9,301.41,2024-07-19,301.41,-10.0,1.0,16.0,,
VRAJ,2024-07-03,1.0,stop_hit,2024-07-04,264.6,238.14,2024-07-09,238.14,-10.0,1.0,5.0,,
BANSALWIRE,2024-07-10,1.0,survived_positive,2024-07-10,350.35,,2025-07-10,391.8,11.83,0.0,365.0,,
EMCURE,2024-07-10,1.0,stop_hit,2024-08-19,1325.0,1192.5,2025-01-28,1192.5,-10.0,40.0,162.0,,
SANSTAR,2024-07-26,1.0,stop_hit,2024-07-26,115.07,103.56,2025-01-27,103.56,-10.0,0.0,185.0,,
AKUMS,2024-08-06,1.0,stop_hit,2024-08-07,793.75,714.38,2024-11-12,714.38,-10.0,1.0,97.0,,
CEIGALL,2024-08-08,1.0,stop_hit,2024-08-08,386.75,348.07,2024-10-25,348.07,-10.0,0.0,78.0,,
OLAELEC,2024-08-09,1.0,stop_hit,2024-08-09,91.2,82.08,2024-10-21,82.08,-10.0,0.0,73.0,,
UNIECOM,2024-08-13,1.0,stop_hit,2024-08-13,210.08,189.07,2024-08-16,189.07,-10.0,0.0,3.0,,
FIRSTCRY,2024-08-13,1.0,stop_hit,2024-08-13,679.1,611.19,2024-09-04,611.19,-10.0,0.0,22.0,,
SSDL,2024-08-20,1.0,stop_hit,2024-08-21,195.09,175.58,2024-08-26,175.58,-10.0,1.0,5.0,,
INTERARCH,2024-08-26,1.0,survived_positive,2024-08-26,1195.7,,2025-08-26,2090.1,74.8,0.0,365.0,,
ORIENTTECH,2024-08-28,1.0,stop_hit,2024-08-29,288.65,259.79,2024-09-26,259.79,-10.0,1.0,28.0,,
PREMIERENE,2024-09-03,1.0,survived_positive,2024-09-03,839.9,,2025-09-03,1025.05,22.04,0.0,365.0,,
ECOSMOBLTY,2024-09-04,1.0,stop_hit,2024-09-04,443.15,398.83,2024-10-22,398.83,-10.0,0.0,48.0,,
STYLEBAAZA,2024-09-06,1.0,stop_hit,2024-09-06,400.0,360.0,2024-09-10,360.0,-10.0,0.0,4.0,,
GALAPREC,2024-09-09,1.0,survived_positive,2024-09-16,720.55,,2025-09-09,827.35,14.82,7.0,358.0,,
BALAJEE,2024-09-12,1.0,stop_hit,2024-09-13,99.22,89.3,2024-09-18,89.3,-10.0,1.0,5.0,,
TOLINS,2024-09-16,1.0,stop_hit,2024-10-07,186.34,167.71,2024-10-24,167.71,-10.0,21.0,17.0,,
BAJAJHFL,2024-09-16,1.0,stop_hit,2024-09-16,165.0,148.5,2024-10-04,148.5,-10.0,0.0,18.0,,
KROSS,2024-09-16,1.0,stop_hit,2024-09-16,259.81,233.83,2024-09-19,233.83,-10.0,0.0,3.0,,
PNGJL,2024-09-17,1.0,stop_hit,2024-09-19,699.05,629.14,2024-11-22,629.14,-10.0,2.0,64.0,,
ARKADE,2024-09-24,1.0,stop_hit,2024-09-24,165.86,149.27,2024-09-30,149.27,-10.0,0.0,6.0,,
WCIL,2024-09-24,1.0,stop_hit,2024-09-24,159.44,143.5,2024-10-07,143.5,-10.0,0.0,13.0,,
NORTHARC,2024-09-24,1.0,stop_hit,2024-09-24,323.4,291.06,2024-10-04,291.06,-10.0,0.0,10.0,,
MANBA,2024-09-30,1.0,stop_hit,2024-10-17,167.39,150.65,2024-10-22,150.65,-10.0,17.0,5.0,,
KRN,2024-10-03,1.0,stop_hit,2024-10-03,478.79,430.91,2024-10-07,430.91,-10.0,0.0,4.0,,
DIFFNKG,2024-10-04,1.0,survived_positive,2024-10-07,213.32,,2025-10-06,385.8,80.86,3.0,364.0,,
GARUDA,2024-10-15,1.0,stop_hit,2024-10-15,106.36,95.72,2024-10-22,95.72,-10.0,0.0,7.0,,
HYUNDAI,2024-10-22,1.0,stop_hit,2024-11-21,1825.55,1643.0,2025-01-27,1643.0,-10.0,30.0,67.0,,
WAAREEENER,2024-10-28,1.0,stop_hit,2024-10-28,2338.9,2105.01,2025-01-27,2105.01,-10.0,0.0,91.0,,
DBEIL,2024-10-28,1.0,stop_hit,2024-10-28,16.19,14.58,2024-11-13,14.58,-10.0,0.0,16.0,,
GODAVARIB,2024-10-30,1.0,stop_hit,2024-10-30,343.2,308.88,2024-11-18,308.88,-10.0,0.0,19.0,,
AFCONS,2024-11-04,1.0,stop_hit,2024-11-04,474.2,426.78,2025-02-04,426.78,-10.0,0.0,92.0,,
SAGILITY,2024-11-12,1.0,survived_positive,2024-11-12,29.32,,2025-11-12,51.65,76.16,0.0,365.0,,
SWIGGY,2024-11-13,1.0,stop_hit,2024-11-13,456.0,410.4,2024-11-18,410.4,-10.0,0.0,5.0,,
ACMESOLAR,2024-11-13,1.0,stop_hit,2024-11-13,253.15,227.83,2024-12-23,227.83,-10.0,0.0,40.0,,
NIVABUPA,2024-11-14,1.0,survived_positive,2024-11-14,74.02,,2025-11-14,76.57,3.45,0.0,365.0,,
BLACKBUCK,2024-11-22,1.0,survived_positive,2024-11-22,260.05,,2025-11-24,662.25,154.66,0.0,367.0,,
NTPCGREEN,2024-11-27,1.0,stop_hit,2024-11-27,121.65,109.49,2025-01-13,109.49,-10.0,0.0,47.0,,
EIEL,2024-11-29,1.0,stop_hit,2024-11-29,207.07,186.36,2025-04-07,186.36,-10.0,0.0,129.0,,
SURAKSHA,2024-12-06,1.0,stop_hit,2024-12-16,418.65,376.78,2024-12-30,376.78,-10.0,10.0,14.0,,
SAILIFE,2024-12-18,1.0,stop_hit,2024-12-18,764.65,688.19,2025-01-22,688.19,-10.0,0.0,35.0,,
VMM,2024-12-18,1.0,stop_hit,2024-12-18,111.93,100.74,2024-12-20,100.74,-10.0,0.0,2.0,,
MOBIKWIK,2024-12-18,1.0,stop_hit,2024-12-18,528.0,475.2,2024-12-20,475.2,-10.0,0.0,2.0,,
IGIL,2024-12-19,1.0,stop_hit,2025-01-01,594.9,535.41,2025-01-15,535.41,-10.0,13.0,14.0,,
IKS,2024-12-19,1.0,stop_hit,2024-12-20,1885.8,1697.22,2025-01-27,1697.22,-10.0,1.0,38.0,,
MAMATA,2024-12-27,1.0,stop_hit,2025-01-02,567.2,510.48,2025-01-07,510.48,-10.0,6.0,5.0,,
DAMCAPITAL,2024-12-27,1.0,stop_hit,2024-12-27,415.1,373.59,2024-12-30,373.59,-10.0,0.0,3.0,,
SANATHAN,2024-12-27,1.0,stop_hit,2024-12-27,388.35,349.52,2025-01-09,349.52,-10.0,0.0,13.0,,
CEWATER,2024-12-27,1.0,stop_hit,2024-12-30,752.85,677.56,2025-01-13,677.56,-10.0,3.0,14.0,,
TRANSRAILL,2024-12-27,1.0,stop_hit,2024-12-27,553.55,498.19,2025-01-27,498.19,-10.0,0.0,31.0,,
VENTIVE,2024-12-30,1.0,stop_hit,2025-01-02,738.35,664.51,2025-01-13,664.51,-10.0,3.0,11.0,,
SENORES,2024-12-30,1.0,stop_hit,2024-12-30,557.05,501.34,2025-01-10,501.34,-10.0,0.0,11.0,,
CARRARO,2024-12-30,1.0,stop_hit,2025-01-30,545.5,490.95,2025-02-07,490.95,-10.0,31.0,8.0,,
UNIMECH,2024-12-31,1.0,stop_hit,2024-12-31,1376.25,1238.62,2025-01-13,1238.62,-10.0,0.0,13.0,,
INDOFARM,2025-01-07,1.0,stop_hit,2025-01-07,273.69,246.32,2025-01-10,246.32,-10.0,0.0,3.0,,
SGLTL,2025-01-13,,no_data,,,,,,,,,,
QUADFUTURE,2025-01-14,1.0,stop_hit,2025-01-14,444.0,399.6,2025-08-06,399.6,-10.0,0.0,204.0,,
LAXMIDENTL,2025-01-20,1.0,stop_hit,2025-01-20,550.55,495.49,2025-01-22,495.49,-10.0,0.0,2.0,,
STALLION,2025-01-23,1.0,stop_hit,2025-01-30,102.92,92.63,2025-02-03,92.63,-10.0,7.0,4.0,,
DENTA,2025-01-29,1.0,stop_hit,2025-01-30,326.7,294.03,2025-02-11,294.03,-10.0,1.0,12.0,,
AGARWALEYE,2025-02-04,1.0,stop_hit,2025-02-04,401.65,361.48,2025-04-07,361.48,-10.0,0.0,62.0,,
AJAXENGG,2025-02-17,1.0,stop_hit,2025-02-20,600.5,540.45,2026-01-20,540.45,-10.0,3.0,334.0,,
HEXT,2025-02-19,1.0,stop_hit,2025-02-19,762.55,686.29,2025-04-01,686.29,-10.0,0.0,41.0,,
QPOWER,2025-02-25,1.0,stop_hit,2025-03-03,363.2,326.88,2025-03-13,326.88,-10.0,6.0,10.0,,
ATHERENERG,2025-05-06,1.0,survived_positive,2025-05-06,302.3,,2026-05-06,897.55,196.91,0.0,365.0,,
BORANA,2025-05-27,1.0,stop_hit,2025-05-28,244.53,220.08,2025-06-02,220.08,-10.0,1.0,5.0,,
BELRISE,2025-05-28,1.0,survived_positive,2025-05-28,97.41,,2026-05-28,218.13,123.93,0.0,365.0,,
THELEELA,2025-06-02,1.0,stop_hit,2025-07-08,427.8,385.02,2025-12-09,385.02,-10.0,36.0,154.0,,
AEGISVOPAK,2025-06-02,1.0,stop_hit,2025-06-03,255.31,229.78,2025-06-16,229.78,-10.0,1.0,13.0,,
PROSTARM,2025-06-03,1.0,survived_positive,2025-06-17,114.42,,2026-06-03,137.93,20.55,14.0,351.0,,
SCODATUBES,2025-06-04,1.0,stop_hit,2025-06-05,154.35,138.92,2026-01-20,138.92,-10.0,1.0,229.0,,
OSWALPUMPS,2025-06-20,1.0,stop_hit,2025-06-25,657.7,591.93,2025-11-24,591.93,-10.0,5.0,152.0,,
ARISINFRA,2025-06-25,,no_data,,,,,,,,,,
GLOBECIVIL,2025-07-01,1.0,stop_hit,2025-07-10,81.06,72.95,2025-09-25,72.95,-10.0,9.0,77.0,,
ELLEN,2025-07-01,1.0,stop_hit,2025-07-02,525.6,473.04,2025-09-30,473.04,-10.0,1.0,90.0,,
KALPATARU,2025-07-01,1.0,stop_hit,2025-07-09,431.65,388.48,2025-08-01,388.48,-10.0,8.0,23.0,,
HDBFS,2025-07-02,1.0,stop_hit,2025-08-21,796.55,716.89,2025-11-07,716.89,-10.0,50.0,78.0,,
SAMBHV,2025-07-02,1.0,stop_hit,2025-07-02,97.59,87.83,2025-12-09,87.83,-10.0,0.0,160.0,,
IGCL,2025-07-03,1.0,stop_hit,2025-07-15,110.79,99.71,2025-08-14,99.71,-10.0,12.0,30.0,,
CRIZAC,2025-07-09,1.0,stop_hit,2025-07-09,307.63,276.87,2025-10-06,276.87,-10.0,0.0,89.0,,
TRAVELFOOD,2025-07-10,1.0,stop_hit,2025-07-18,1141.0,1026.9,2025-08-01,1026.9,-10.0,8.0,14.0,,
SMARTWORKS,2025-07-17,1.0,stop_hit,2025-08-01,425.0,382.5,2026-03-04,382.5,-10.0,15.0,215.0,,
ANTHEM,2025-07-21,1.0,stop_hit,2025-07-29,782.45,704.21,2025-11-03,704.21,-10.0,8.0,97.0,,
INDIQUBE,2025-07-30,1.0,stop_hit,2025-07-30,217.97,196.17,2025-08-07,196.17,-10.0,0.0,8.0,,
EBGNG,2025-07-30,1.0,stop_hit,2025-07-30,333.39,300.05,2025-08-04,300.05,-10.0,0.0,5.0,,
BRIGHOTEL,2025-07-31,1.0,stop_hit,2025-08-08,83.02,74.72,2025-12-04,74.72,-10.0,8.0,118.0,,
SHANTIGOLD,2025-08-01,1.0,stop_hit,2025-08-08,239.89,215.9,2025-08-29,215.9,-10.0,7.0,21.0,,
CPPLUS,2025-08-05,1.0,active,2025-08-07,1134.3,,,,213.72,2.0,322.0,2026-06-25,3558.5
LAXMIINDIA,2025-08-05,1.0,stop_hit,2025-08-05,134.11,120.7,2025-08-07,120.7,-10.0,0.0,2.0,,
MBEL,2025-08-06,1.0,stop_hit,2025-08-06,408.65,367.78,2025-10-09,367.78,-10.0,0.0,64.0,,
LOTUSDEV,2025-08-06,1.0,stop_hit,2025-08-06,195.67,176.1,2025-08-28,176.1,-10.0,0.0,22.0,,
HILINFRA,2025-08-12,1.0,stop_hit,2025-08-13,126.78,114.1,2025-08-19,114.1,-10.0,1.0,6.0,,
ALLTIME,2025-08-14,1.0,stop_hit,2025-08-14,283.3,254.97,2026-01-08,254.97,-10.0,0.0,147.0,,
JSWCEMENT,2025-08-14,1.0,stop_hit,2025-08-20,153.83,138.45,2025-09-30,138.45,-10.0,6.0,41.0,,
BLUESTONE,2025-08-19,1.0,stop_hit,2025-08-19,546.0,491.4,2025-12-26,491.4,-10.0,0.0,129.0,,
REGAAL,2025-08-20,1.0,stop_hit,2025-08-20,131.58,118.42,2025-08-26,118.42,-10.0,0.0,6.0,,
VIKRAMSOLR,2025-08-26,1.0,stop_hit,2025-08-26,356.4,320.76,2025-09-05,320.76,-10.0,0.0,10.0,,
GEMAROMA,2025-08-26,1.0,stop_hit,2025-08-26,319.05,287.14,2025-08-29,287.14,-10.0,0.0,3.0,,
SHREEJISPG,2025-08-26,1.0,active,2025-10-09,245.78,,,,95.76,44.0,259.0,2026-06-25,481.15
PATELRMART,2025-08-26,1.0,stop_hit,2025-09-30,237.6,213.84,2025-11-07,213.84,-10.0,35.0,38.0,,
MEIL,2025-08-28,1.0,stop_hit,2025-09-04,556.15,500.54,2025-09-17,500.54,-10.0,7.0,13.0,,
AHCL,2025-09-03,1.0,active,2025-09-09,10.16,,,,60.38,6.0,289.0,2026-06-25,16.29
VIKRAN,2025-09-03,1.0,stop_hit,2025-09-08,101.01,90.91,2025-12-09,90.91,-10.0,5.0,92.0,,
AMANTA,2025-09-08,1.0,stop_hit,2025-09-23,146.82,132.14,2025-10-01,132.14,-10.0,15.0,8.0,,
SHRINGARMS,2025-09-17,1.0,stop_hit,2025-10-06,200.51,180.46,2026-03-23,180.46,-10.0,19.0,168.0,,
DEVX,2025-09-17,1.0,stop_hit,2025-09-22,59.88,53.89,2025-09-25,53.89,-10.0,5.0,3.0,,
URBANCO,2025-09-17,1.0,stop_hit,2025-09-17,166.83,150.15,2025-10-14,150.15,-10.0,0.0,27.0,,
EUROPRATIK,2025-09-23,1.0,stop_hit,2025-09-23,248.38,223.54,2026-01-30,223.54,-10.0,0.0,129.0,,
IVALUE,2025-09-25,1.0,stop_hit,2025-09-30,279.0,251.1,2025-10-27,251.1,-10.0,5.0,27.0,,
GKENERGY,2025-09-26,1.0,stop_hit,2025-09-30,162.1,145.89,2025-12-03,145.89,-10.0,4.0,64.0,,
SAATVIKGL,2025-09-26,1.0,stop_hit,2025-10-07,460.0,414.0,2025-11-25,414.0,-10.0,11.0,49.0,,
GANESHCP,2025-09-29,1.0,stop_hit,2025-10-06,305.55,274.99,2025-11-04,274.99,-10.0,7.0,29.0,,
ATLANTAELE,2025-09-29,1.0,stop_hit,2025-10-01,871.9,784.71,2026-01-20,784.71,-10.0,2.0,111.0,,
JARO,2025-09-30,1.0,stop_hit,2025-09-30,744.25,669.83,2025-10-14,669.83,-10.0,0.0,14.0,,
SOLARWORLD,2025-09-30,1.0,stop_hit,2025-09-30,323.5,291.15,2025-11-12,291.15,-10.0,0.0,43.0,,
ARSSBL,2025-09-30,1.0,stop_hit,2025-10-14,464.95,418.46,2026-03-30,418.46,-10.0,14.0,167.0,,
STYL,2025-09-30,1.0,stop_hit,2025-12-04,318.25,286.43,2025-12-16,286.43,-10.0,65.0,12.0,,
EPACKPEB,2025-10-01,1.0,stop_hit,2025-10-10,193.75,174.38,2026-03-02,174.38,-10.0,9.0,143.0,,
JAINREC,2025-10-01,1.0,active,2025-10-06,311.15,,,,12.34,5.0,262.0,2026-06-25,349.55
TRUALT,2025-10-03,1.0,stop_hit,2025-11-10,479.0,431.1,2025-11-24,431.1,-10.0,38.0,14.0,,
JKIPL,2025-10-03,1.0,stop_hit,2025-10-24,120.71,108.64,2025-11-28,108.64,-10.0,21.0,35.0,,
PACEDIGITK,2025-10-06,1.0,stop_hit,2025-10-06,217.99,196.19,2025-12-09,196.19,-10.0,0.0,64.0,,
GLOTTIS,2025-10-07,1.0,stop_hit,2025-10-07,83.7,75.33,2025-10-14,75.33,-10.0,0.0,7.0,,
OMFR,2025-10-08,,no_data,,,,,,,,,,
ADVANCE,2025-10-08,1.0,stop_hit,2025-10-15,110.45,99.4,2026-03-13,99.4,-10.0,7.0,149.0,,
WEWORK,2025-10-10,1.0,stop_hit,2025-11-03,647.7,582.93,2025-12-01,582.93,-10.0,24.0,28.0,,
TATACAP,2025-10-13,1.0,stop_hit,2025-12-23,344.0,309.6,2026-03-09,309.6,-10.0,71.0,76.0,,
LGEINDIA,2025-10-14,1.0,stop_hit,2026-01-30,1462.6,1316.34,2026-04-02,1316.34,-10.0,108.0,62.0,,
RUBICON,2025-10-16,1.0,active,2025-10-29,600.45,,,,135.92,13.0,239.0,2026-06-25,1416.6
CRAMC,2025-10-16,1.0,stop_hit,2025-10-16,300.45,270.41,2026-01-21,270.41,-10.0,0.0,97.0,,
CANHLIFE,2025-10-17,1.0,active,2025-10-24,121.73,,,,10.76,7.0,244.0,2026-06-25,134.83
MIDWESTLTD,2025-10-24,1.0,active,2025-10-31,1151.2,,,,12.04,7.0,237.0,2026-06-25,1289.8
ORKLAINDIA,2025-11-06,1.0,stop_hit,2025-11-19,707.2,636.48,2025-12-01,636.48,-10.0,13.0,12.0,,
STUDDS,2025-11-07,1.0,stop_hit,2025-11-18,571.45,514.31,2025-12-09,514.31,-10.0,11.0,21.0,,
LENSKART,2025-11-10,1.0,active,2025-11-10,403.1,,,,26.25,0.0,227.0,2026-06-25,508.9
GROWW,2025-11-12,1.0,active,2025-11-12,131.33,,,,52.13,0.0,225.0,2026-06-25,199.79
PINELABS,2025-11-14,1.0,stop_hit,2025-11-14,250.89,225.8,2025-12-16,225.8,-10.0,0.0,32.0,,
PWL,2025-11-18,1.0,stop_hit,2025-11-18,155.24,139.72,2025-11-19,139.72,-10.0,0.0,1.0,,
EMMVEE,2025-11-18,1.0,stop_hit,2025-11-18,219.4,197.46,2025-12-08,197.46,-10.0,0.0,20.0,,
TENNIND,2025-11-19,1.0,active,2025-12-19,482.15,,,,20.05,30.0,188.0,2026-06-25,578.8
UTLSOLAR,2025-11-20,1.0,stop_hit,2025-11-20,208.44,187.6,2026-02-27,187.6,-10.0,0.0,99.0,,
CAPILLARY,2025-11-21,1.0,stop_hit,2025-11-21,606.5,545.85,2026-02-13,545.85,-10.0,0.0,84.0,,
EXCELSOFT,2025-11-26,1.0,stop_hit,2025-11-26,125.97,113.37,2025-12-01,113.37,-10.0,0.0,5.0,,
SUDEEPPHRM,2025-11-28,1.0,stop_hit,2025-12-12,698.75,628.88,2025-12-24,628.88,-10.0,14.0,12.0,,
VIDYAWIRES,2025-12-10,1.0,stop_hit,2025-12-10,53.17,47.85,2026-01-12,47.85,-10.0,0.0,33.0,,
MEESHO,2025-12-10,1.0,stop_hit,2025-12-15,170.76,153.68,2026-02-03,153.68,-10.0,5.0,50.0,,
AEQUS,2025-12-10,1.0,stop_hit,2025-12-10,151.29,136.16,2025-12-29,136.16,-10.0,0.0,19.0,,
CORONA,2025-12-15,1.0,active,2026-01-05,1467.1,,,,29.05,21.0,171.0,2026-06-25,1893.3
WAKEFIT,2025-12-15,1.0,stop_hit,2025-12-15,192.29,173.06,2026-01-05,173.06,-10.0,0.0,21.0,,
PARKHOSPS,2025-12-17,1.0,active,2025-12-17,147.95,,,,92.97,0.0,190.0,2026-06-25,285.5
NEPHROPLUS,2025-12-17,1.0,active,2025-12-26,476.2,,,,38.17,9.0,181.0,2026-06-25,657.95
ICICIAMC,2025-12-19,1.0,active,2026-01-16,2935.5,,,,13.33,28.0,160.0,2026-06-25,3326.9
KSHINTL,2025-12-23,1.0,stop_hit,2026-01-02,373.55,336.19,2026-01-13,336.19,-10.0,10.0,11.0,,
GKSL,2025-12-30,1.0,active,2025-12-30,104.54,,,,23.62,0.0,177.0,2026-06-25,129.23
BHARATCOAL,2026-01-16,1.0,stop_hit,2026-01-19,40.58,36.52,2026-01-23,36.52,-10.0,3.0,4.0,,
AMAGI,2026-01-21,1.0,stop_hit,2026-01-21,348.25,313.43,2026-03-27,313.43,-10.0,0.0,65.0,,
SHADOWFAX,2026-01-28,1.0,active,2026-01-30,106.62,,,,107.57,2.0,146.0,2026-06-25,221.31
AYE,2026-02-16,1.0,stop_hit,2026-02-16,128.91,116.02,2026-03-02,116.02,-10.0,0.0,14.0,,
FRACTAL,2026-02-16,1.0,stop_hit,2026-02-17,888.25,799.43,2026-02-27,799.43,-10.0,1.0,10.0,,
GAUDIUMIVF,2026-02-27,1.0,stop_hit,2026-03-02,82.72,74.45,2026-03-09,74.45,-10.0,3.0,7.0,,
SRTL,2026-03-02,1.0,stop_hit,2026-03-04,67.83,61.05,2026-03-09,61.05,-10.0,2.0,5.0,,
CLEANMAX,2026-03-02,1.0,stop_hit,2026-03-02,867.5,780.75,2026-03-30,780.75,-10.0,0.0,28.0,,
PNGSREVA,2026-03-04,1.0,stop_hit,2026-03-04,411.7,370.53,2026-03-05,370.53,-10.0,0.0,1.0,,
OMNI,2026-03-05,1.0,stop_hit,2026-03-05,204.93,184.44,2026-03-09,184.44,-10.0,0.0,4.0,,
SEDEMAC,2026-03-11,1.0,active,2026-03-11,1451.1,,,,83.74,0.0,106.0,2026-06-25,2666.2
RSL,2026-03-16,1.0,active,2026-04-02,119.66,,,,7.1,17.0,84.0,2026-06-25,128.16
INNOVISION,2026-03-20,1.0,stop_hit,2026-03-23,374.2,336.78,2026-03-24,336.78,-10.0,3.0,1.0,,
GSPCROP,2026-03-24,1.0,active,2026-03-24,356.25,,,,16.34,0.0,93.0,2026-06-25,414.45
CMPDI,2026-03-27,1.0,active,2026-03-30,154.06,,,,61.51,3.0,87.0,2026-06-25,248.82
AMIRCHAND,2026-04-02,1.0,stop_hit,2026-04-02,180.0,162.0,2026-04-06,162.0,-10.0,0.0,4.0,,
POWERICA,2026-04-02,1.0,active,2026-04-08,404.1,,,,63.39,6.0,78.0,2026-06-25,660.25
SAIPARENT,2026-04-02,1.0,active,2026-04-08,421.75,,,,38.78,6.0,78.0,2026-06-25,585.3
OMPOWER,2026-04-17,1.0,stop_hit,2026-04-21,199.69,179.72,2026-05-08,179.72,-10.0,4.0,17.0,,
KISSHT,2026-05-08,1.0,active,2026-05-08,208.63,,,,31.86,0.0,48.0,2026-06-25,275.1
CMRGREEN,2026-06-10,1.0,active,2026-06-10,241.2,,,,2.28,0.0,15.0,2026-06-25,246.7
HEXAGON,2026-06-12,1.0,active,2026-06-15,53.19,,,,8.08,3.0,10.0,2026-06-25,57.49
